VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  
         12,           0,          99,      -5.669222549,       -3.04344042,      -3.514361183,     -0.2999765971,       1.933755779,  -6.116365719e-07,                 0,                 0,                 0,   2.579728829e-09,       1.933755779,  -6.116365719e-07,                 0,  -3.162946316e-07,      0.7383448312,      -3.350488977,      -3.196938799,      -3.694349491,      -3.543759947
         13,           0,          99,      -5.656225946,      -2.856925745,      -3.413908209,     -0.1347345514,       1.925767292,  -6.601479302e-07,                 0,                 0,                 0,   2.623904131e-09,       1.925767292,  -6.601479302e-07,                 0,  -3.427973529e-07,      0.5046139768,      -3.343769266,      -3.025877325,      -3.600901315,      -3.384531625
         14,           0,          99,      -5.694753629,      -2.842605892,      -3.484818794,     -0.1269492906,       1.910923941,  -7.273448299e-07,                 0,                 0,                 0,    2.19278998e-09,       1.910923941,  -7.273448299e-07,                 0,  -3.806246885e-07,      0.4361276408,      -3.387128957,      -3.020664989,      -3.677232123,      -3.381349032
         15,           0,          99,      -5.778963054,      -2.959570745,       -3.63331896,     -0.2430572233,       1.894386776,  -6.974934227e-07,                 0,                 0,                 0,   1.611914758e-09,       1.894386776,  -6.974934227e-07,                 0,  -3.681895543e-07,      0.5251575724,      -3.475119864,      -3.144524886,      -3.829291334,      -3.499976132
         16,           0,          99,      -5.887798875,      -3.211405047,      -3.789791021,     -0.4892831388,       1.885044671,  -4.656335558e-07,                 0,                 0,                 0,   1.039413687e-09,       1.885044671,  -4.656335558e-07,                 0,  -2.470146003e-07,      0.8244055666,      -3.585216872,      -3.401024411,       -3.98830938,      -3.746611148
         17,           0,          99,      -5.952588217,      -3.323076198,      -3.819946226,     -0.5944572739,       1.887349585,  -8.072427419e-08,                 0,                 0,                 0,   5.843526602e-10,       1.887349585,  -8.072427419e-08,                 0,  -4.277123583e-08,      0.9987621141,      -3.652035251,      -3.515853386,      -4.020235052,      -3.853886034
         18,           0,          99,      -5.987265977,      -3.305389517,      -3.828881557,     -0.5726722632,       1.897014757,   3.117684105e-07,                 0,                 0,                 0,  -1.884699074e-10,       1.897014757,   3.117684105e-07,                 0,   1.643468557e-07,       1.404288048,      -3.687185951,      -3.500060397,      -4.030226929,      -3.831145602
         19,           0,          99,      -6.044262132,      -3.390647547,      -3.894181623,     -0.6495999746,       1.904789605,   5.210028141e-07,                 0,                 0,                 0,  -1.113961036e-09,       1.904789605,   5.210028141e-07,                 0,   2.735224997e-07,       1.534927122,      -3.744001692,      -3.585384755,      -4.095708109,      -3.908079216
         20,           0,          99,      -6.135633267,       -3.69669861,      -4.098778468,     -0.9409616025,       1.905764838,   3.547561729e-07,                 0,                 0,                 0,  -2.297882477e-09,       1.905764838,   3.547561729e-07,                 0,   1.861489759e-07,       1.534927122,      -3.834686845,      -3.890703503,      -4.300705134,      -4.197325388
         21,           0,          99,      -6.105393313,      -3.340119714,      -3.898962663,     -0.6102432676,       1.902872773,  -3.507757243e-07,                 0,                 0,                 0,  -3.727852235e-09,       1.902872773,  -3.507757243e-07,                 0,  -1.843400826e-07,       1.534927122,      -3.803966257,      -3.535438105,      -4.099605048,       -3.86580614
         22,           0,          99,      -6.071963599,      -3.210658806,      -3.787651101,     -0.4901640512,        1.90182771,  -1.566203117e-06,                 0,                 0,                 0,  -4.414921701e-09,        1.90182771,  -1.566203117e-06,                 0,  -8.235252379e-07,       1.448697844,      -3.769456968,       -3.40550617,      -3.987302756,      -3.743820756
         23,           0,          99,      -6.067676056,      -3.201114171,      -3.738247623,     -0.4805519694,       1.904936562,  -3.020724116e-06,                 0,                 0,                 0,  -3.401750005e-09,       1.904936562,  -3.020724116e-06,                 0,  -1.585734757e-06,       1.340092066,      -3.763917652,      -3.395583377,      -3.935622171,      -3.731388911
         24,           0,          99,      -6.103858736,      -3.260781918,      -3.750534776,      -0.535441941,       1.910136903,  -4.381132518e-06,                 0,                 0,                 0,   6.526246551e-10,       1.910136903,  -4.381132518e-06,                 0,  -2.293622258e-06,       1.138900173,      -3.798044857,       -3.45316717,      -3.944417563,      -3.783981018
         25,           0,          99,      -6.244705184,      -3.592527516,      -3.888683737,     -0.8355737223,       1.914018574,  -5.463263175e-06,                 0,                 0,                 0,   1.948289039e-09,       1.914018574,  -5.463263175e-06,                 0,  -2.854341775e-06,       1.031378963,      -3.936450815,      -3.780550721,      -4.080619513,      -4.080500887
         26,           0,          99,      -6.160740022,      -3.296957807,      -3.876220275,     -0.5786319945,       1.915029763,  -5.988227978e-06,                 0,                 0,                 0,   6.484180282e-09,       1.915029763,  -5.988227978e-06,                 0,  -3.126963399e-06,       0.727783341,      -3.852055965,       -3.48745411,      -4.065301172,      -3.821360039
         27,           0,          99,      -6.054278207,       -3.11641083,      -3.711939537,     -0.4044396665,        1.91426274,  -6.197065261e-06,                 0,                 0,                 0,   6.612654001e-09,        1.91426274,  -6.197065261e-06,                 0,   -3.23731175e-06,      0.6239493469,      -3.744309302,      -3.307681783,      -3.901640265,      -3.648331749
         28,           0,          99,      -5.997516511,       -3.04742406,      -3.627840269,     -0.3327383945,       1.913813416,  -6.243184509e-06,                 0,                 0,                 0,    3.18824483e-09,       1.913813416,  -6.243184509e-06,                 0,  -3.262169895e-06,      0.5391200692,      -3.691277029,      -3.240607965,      -3.822270314,      -3.578244307
         29,           0,          99,      -6.024401307,      -3.070563706,      -3.621826723,     -0.3495955648,       1.914435596,  -6.179085052e-06,                 0,                 0,                 0,  -3.444569767e-10,       1.914435596,  -6.179085052e-06,                 0,   -3.22762754e-06,       1.027188065,      -3.722007913,      -3.272920965,      -3.817704541,      -3.598369654
         30,           0,          99,      -6.172191876,      -3.293222216,      -3.742421259,     -0.5542884663,       1.913786799,   -5.94647467e-06,                 0,                 0,                 0,  -5.051246155e-09,       1.913786799,   -5.94647467e-06,                 0,  -3.107177181e-06,       1.442599198,      -3.868247353,      -3.497915129,      -3.943418355,      -3.804899596
         31,           0,          99,      -6.146301603,      -3.250702552,       -3.66846693,     -0.5151642716,       1.909846261,  -5.789746653e-06,                 0,                 0,                 0,  -5.898334726e-09,       1.909846261,  -5.789746653e-06,                 0,  -3.031524983e-06,       1.442599198,      -3.851493206,      -3.461640765,       -3.87632176,      -3.772679586
         32,           0,          99,      -5.893707036,       -2.93444472,      -3.439532355,     -0.2123799116,       1.902295901,  -5.793910493e-06,                 0,                 0,                 0,  -6.432470713e-09,       1.902295901,  -5.793910493e-06,                 0,  -3.045746191e-06,       1.356369921,      -3.603347312,      -3.156462047,      -3.652012657,      -3.474305781
         33,           0,          99,      -5.828310598,      -2.867307479,      -3.409204238,     -0.1509787691,       1.893112282,  -5.859452691e-06,                 0,                 0,                 0,  -6.871813115e-09,       1.893112282,  -5.859452691e-06,                 0,  -3.095142717e-06,       1.255262789,      -3.539190987,      -3.098029784,      -3.627551911,      -3.417455535
         34,           0,          99,      -5.682844571,      -2.727646748,      -3.291520372,    -0.01650804239,       1.884571341,  -6.213192437e-06,                 0,                 0,                 0,  -7.366309364e-09,       1.884571341,  -6.213192437e-06,                 0,  -3.296873034e-06,        1.15069312,      -3.401670414,      -2.965980971,      -3.517080421,       -3.29082218
         35,           0,          99,      -5.954740893,      -3.005436223,       -3.56886616,     -0.2924282412,       1.877149592,  -6.198997128e-06,                 0,                 0,                 0,  -9.235603602e-09,       1.877149592,  -6.198997128e-06,                 0,   -3.30234583e-06,       1.235522398,      -3.680611936,      -3.253237786,      -3.800225345,      -3.572782814
         36,           0,          99,      -5.966007151,      -3.025942698,      -3.600434294,      -0.321444954,        1.87013681,  -6.282857298e-06,                 0,                 0,                 0,  -1.015831572e-08,        1.87013681,  -6.282857298e-06,                 0,  -3.359570949e-06,       1.031378963,      -3.694459579,      -3.283324919,      -3.837191164,      -3.605934927
         37,           0,          92,      -6.294267574,      -3.463558487,      -3.875475268,     -0.7115584103,       1.862865076,  -6.153688677e-06,                 0,                 0,                 0,  -1.299250749e-08,       1.862865076,  -6.153688677e-06,                 0,  -3.303346418e-06,       1.031378963,      -4.026277026,      -3.728828109,      -4.118278215,      -4.001406734
         38,           0,          89,      -6.281190879,      -3.400265518,      -3.868375446,      -0.670814309,       1.856812435,  -5.913415889e-06,                 0,                 0,                 0,  -1.621610636e-08,       1.856812435,  -5.913415889e-06,                 0,  -3.184713641e-06,       1.031778594,      -4.018911241,      -3.672197713,      -4.117510558,      -3.966791547
         39,           0,          96,      -6.269439576,      -3.305947169,      -3.916425117,     -0.6092366562,       1.853592198,  -5.887648411e-06,                 0,                 0,                 0,  -1.527932969e-08,       1.853592198,  -5.887648411e-06,                 0,  -3.176345055e-06,      0.9279445999,      -4.012510235,       -3.58570954,      -4.171430911,      -3.910845365
         40,           0,          98,      -6.277330302,      -3.300755797,      -3.935722236,     -0.6049161414,       1.852551808,  -6.085865928e-06,                 0,                 0,                 0,  -1.124029552e-08,       1.852551808,  -6.085865928e-06,                 0,    -3.2851259e-06,       1.136348262,      -4.023316054,      -3.588498111,      -4.196186754,       -3.91080884
         41,           0,          87,      -6.267793901,      -3.297103789,      -3.897335804,     -0.5983367305,       1.852139943,  -6.249271328e-06,                 0,                 0,                 0,  -4.412781815e-09,       1.852139943,  -6.249271328e-06,                 0,  -3.374081615e-06,       1.255199636,      -4.016628843,      -3.591698764,      -4.163416048,      -3.908741344
         42,           0,          73,      -6.274946329,       -3.33942529,      -3.862987142,     -0.6274661422,       1.852506943,  -6.273020077e-06,                 0,                 0,                 0,   2.383275253e-09,       1.852506943,  -6.273020077e-06,                 0,  -3.386232964e-06,       1.255199636,      -4.027789076,      -3.639760504,      -4.134760983,      -3.942884005
         43,           0,          60,      -6.277107804,      -3.408581423,      -3.843191164,     -0.6747322704,       1.854758892,  -6.263102568e-06,                 0,                 0,                 0,   6.618578732e-09,       1.854758892,  -6.263102568e-06,                 0,   -3.37677452e-06,       1.170370358,      -4.034816622,      -3.714610518,      -4.120609227,       -3.99540125
         44,           0,          55,      -6.293021143,      -3.530218563,      -3.908160444,     -0.7470742002,       1.858361306,  -6.457355578e-06,                 0,                 0,                 0,   6.713355135e-09,       1.858361306,  -6.457355578e-06,                 0,  -3.474757872e-06,       1.263948349,      -4.055079277,      -3.842073317,      -4.190970267,      -4.072483507
         45,           0,          54,      -6.277856945,      -3.537593472,        -3.8960074,     -0.7177653947,       1.860884485,  -7.017985983e-06,                 0,                 0,                 0,   2.856214295e-09,       1.860884485,  -7.017985983e-06,                 0,   -3.77131737e-06,       1.263948349,      -4.043009256,      -3.855219451,      -4.183747827,      -4.047105177
         46,           0,          56,      -6.268868284,      -3.532090497,      -3.808265935,     -0.7149529934,       1.861051755,  -7.950501068e-06,                 0,                 0,                 0,  -8.695073296e-10,       1.861051755,  -7.950501068e-06,                 0,   -4.27204727e-06,       1.263948349,      -4.037326261,      -3.855009668,      -4.100919853,      -4.048380728
         47,           0,          59,      -6.256649335,      -3.487229246,      -3.795591781,      -0.696348268,       1.860812673,   -9.24891441e-06,                 0,                 0,                 0,  -3.163775977e-09,       1.860812673,   -9.24891441e-06,                 0,  -4.970362973e-06,       1.263948349,      -4.028940328,      -3.814726398,      -4.092914701,      -4.033961049
         48,           0,          60,      -6.253975841,      -3.426917714,      -3.840952707,     -0.6855382209,       1.863085104,  -1.077672892e-05,                 0,                 0,                 0,  -7.131362679e-09,       1.863085104,  -1.077672892e-05,                 0,  -5.784346027e-06,       1.263948349,       -4.03035826,      -3.758193122,      -4.142696419,      -4.027190702
         49,           0,          61,      -6.239297802,      -3.355973439,      -3.811839614,     -0.6382894735,       1.868312789,  -1.236811893e-05,                 0,                 0,                 0,  -1.148201103e-08,       1.868312789,  -1.236811893e-05,                 0,  -6.619940198e-06,       1.263948349,      -4.019297224,      -3.690341614,      -4.117571141,      -3.983383578
         50,           0,          66,      -6.242010102,       -3.29751782,      -3.788729787,     -0.6011813758,       1.873582374,  -1.409115279e-05,                 0,                 0,                 0,   -4.74447977e-09,       1.873582374,  -1.409115279e-05,                 0,  -7.520967846e-06,       1.170370358,       -4.02482885,      -3.634340492,      -4.097952937,      -3.948948559
         51,           0,          75,      -6.236563742,      -3.281688151,      -3.818159034,      -0.580677582,       1.875711674,   -1.63933321e-05,                 0,                 0,                 0,   1.221792904e-08,       1.875711674,   -1.63933321e-05,                 0,  -8.739793179e-06,       1.170370358,      -4.021301615,      -3.620333924,      -4.130363848,      -3.930359035
         52,           0,          79,      -6.233748162,       -3.28290898,      -3.841124496,     -0.5742701241,       1.874284978,  -1.890174535e-05,                 0,                 0,                 0,   3.384979811e-08,       1.874284978,  -1.890174535e-05,                 0,  -1.008477664e-05,       1.263948349,       -4.02008604,      -3.622690104,      -4.155843934,      -3.925513587
         53,           0,          77,      -6.228810799,      -3.295674711,      -3.793983287,     -0.5767698699,       1.871590824,  -2.003015281e-05,                 0,                 0,                 0,   4.355598228e-08,       1.871590824,  -2.003015281e-05,                 0,  -1.070220721e-05,       1.263948349,      -4.016649403,      -3.635800265,      -4.110625358,      -3.929215894
         54,           0,          72,      -6.240789976,      -3.370308404,      -3.708658771,     -0.6227293874,       1.870098795,  -1.817324788e-05,                 0,                 0,                 0,   3.155409204e-08,       1.870098795,  -1.817324788e-05,                 0,  -9.717800969e-06,       1.263948349,      -4.029552031,      -3.709558146,      -4.026291922,      -3.975543424
         55,           0,          71,      -6.239811324,      -3.386897789,      -3.628823828,     -0.6375863008,       1.870266689,  -1.259233005e-05,                 0,                 0,                 0,   5.726503414e-10,       1.870266689,  -1.259233005e-05,                 0,  -6.732906126e-06,       1.352075619,      -4.028142764,       -3.72324821,      -3.945955127,      -3.989164978
         56,           0,          88,      -6.228061896,      -3.278354512,       -3.75070797,     -0.5729056415,       1.870214011,  -3.928748565e-06,                 0,                 0,                 0,  -3.968333947e-08,       1.870214011,  -3.928748565e-06,                 0,  -2.100694649e-06,       1.352075619,      -4.013928426,      -3.608726338,      -4.065006443,      -3.920795414
         57,           0,          96,      -6.244653701,       -3.28215488,      -3.848014731,      -0.579793841,       1.868137722,   5.768987078e-06,                 0,                 0,                 0,  -6.334610615e-08,       1.868137722,   5.768987078e-06,                 0,   3.088095171e-06,       1.258497628,      -4.025212872,      -3.602502012,      -4.156176965,      -3.920606312
         58,           0,          93,      -6.252451336,      -3.297749994,      -3.866351237,     -0.5913679429,       1.863511547,   1.377928946e-05,                 0,                 0,                 0,  -5.562894196e-08,       1.863511547,   1.377928946e-05,                 0,   7.394260309e-06,       1.258497628,      -4.024684774,      -3.603972983,      -4.164642165,      -3.921509393
         59,           0,          88,      -6.265956975,      -3.337931921,      -3.815346332,     -0.6205188953,       1.857922583,   1.873608434e-05,                 0,                 0,                 0,   -2.33585495e-08,       1.857922583,   1.873608434e-05,                 0,   1.008442682e-05,       1.158640563,      -4.027987212,      -3.627608991,      -4.100865792,      -3.937685113
         60,           0,          81,      -6.275274102,      -3.402085002,      -3.700159178,     -0.6602607724,       1.854099555,    2.13681789e-05,                 0,                 0,                 0,   3.393074342e-08,       1.854099555,    2.13681789e-05,                 0,   1.152482823e-05,       1.070513293,      -4.026872097,      -3.675775079,      -3.972044004,      -3.964306835
         61,           0,          74,      -6.277002783,      -3.466807743,      -3.591444779,     -0.6891971221,       1.853848226,   2.340816108e-05,                 0,                 0,                 0,   8.236331593e-08,       1.853848226,   2.340816108e-05,                 0,   1.262679477e-05,       1.155342571,      -4.018875699,      -3.727012894,      -3.850635139,      -3.981416324
         62,           0,          80,      -6.295249365,      -3.374930988,      -3.724883325,     -0.6594468828,       1.856797764,   2.497863446e-05,                 0,                 0,                 0,   1.074337367e-07,       1.856797764,   2.497863446e-05,                 0,   1.345253368e-05,       1.170370358,      -4.027751901,      -3.623016506,      -3.972112117,      -3.940568326
         63,           0,          91,      -6.292670464,      -3.330753132,      -3.911261262,     -0.6340192592,       1.861022792,   2.400076878e-05,                 0,                 0,                 0,   9.557302386e-08,       1.861022792,   2.400076878e-05,                 0,   1.289654747e-05,       1.170370358,      -4.014553931,      -3.564660814,      -4.145182283,      -3.902386252
         64,           0,          95,      -6.313070799,      -3.345443839,      -3.931663111,     -0.6479447192,       1.864568395,   1.796302796e-05,                 0,                 0,                 0,   5.402058891e-08,       1.864568395,   1.796302796e-05,                 0,   9.633879887e-06,       1.263948349,      -4.022186742,      -3.560269909,      -4.149000206,      -3.900282566
         65,           0,          90,      -6.323089024,      -3.357501348,      -3.899319009,     -0.6554060262,       1.866513796,   6.132516175e-06,                 0,                 0,                 0,  -1.207058086e-08,       1.866513796,   6.132516175e-06,                 0,   3.285545591e-06,       1.263948349,      -4.016899589,       -3.54818283,      -4.096479138,      -3.888157978
         66,           0,          79,      -6.341057411,      -3.395201999,       -3.82592422,      -0.683113783,       1.867155466,  -1.048798513e-05,                 0,                 0,                 0,  -7.920484661e-08,       1.867155466,  -1.048798513e-05,                 0,  -5.617092586e-06,       1.263948349,      -4.018426105,      -3.559744606,      -4.000895749,      -3.894919446
         67,           0,          68,      -6.362956058,      -3.517565262,      -3.754132988,     -0.7568459031,       1.867389982,   -2.91740419e-05,                 0,                 0,                 0,   -1.28308448e-07,       1.867389982,   -2.91740419e-05,                 0,  -1.562289729e-05,       1.263948349,      -4.024466712,      -3.658489913,      -3.907289908,      -3.948882762
         68,           0,          61,      -6.396159225,      -3.649904265,      -3.785195223,     -0.8381503425,       1.868151828,  -4.635613807e-05,                 0,                 0,                 0,  -1.578719094e-07,       1.868151828,  -4.635613807e-05,                 0,  -2.481390291e-05,       1.263948349,      -4.043667711,      -3.772227069,      -3.918618901,       -4.01327578
         69,           0,          60,      -6.391588041,      -3.537753359,      -3.908153193,      -0.800887061,       1.870111657,  -5.800909052e-05,                 0,                 0,                 0,  -1.543136482e-07,       1.870111657,  -5.800909052e-05,                 0,  -3.101905188e-05,       1.263948349,       -4.02671484,      -3.644993349,      -4.024190019,      -3.961387158
         70,           0,          61,      -6.399899551,      -3.552189311,      -3.918390205,     -0.7935554409,       1.873084039,  -6.094574802e-05,                 0,                 0,                 0,  -1.242652946e-07,       1.873084039,  -6.094574802e-05,                 0,   -3.25376474e-05,       1.263948349,      -4.023053318,      -3.644341418,      -4.018067636,      -3.939839987
         71,           0,          56,      -6.411631741,      -3.653921032,      -3.833338051,     -0.8414653653,       1.875844287,  -5.270028239e-05,                 0,                 0,                 0,  -7.630430031e-08,       1.875844287,  -5.270028239e-05,                 0,  -2.809416685e-05,       1.170370358,      -4.022235038,      -3.728058945,      -3.916031156,      -3.972617324
         72,           0,          58,      -6.419551362,       -3.59536396,       -3.87929872,     -0.8495643653,       1.876993062,  -3.199186782e-05,                 0,                 0,                 0,  -1.347535679e-08,       1.876993062,  -3.199186782e-05,                 0,  -1.704421209e-05,       1.170370358,      -4.016669429,      -3.648480138,      -3.943799859,      -3.964349139
         73,           0,          69,      -6.437872543,      -3.520159774,      -4.026401486,     -0.8047256294,       1.876187307,   6.251669999e-07,                 0,                 0,                 0,    5.32221173e-08,       1.876187307,   6.251669999e-07,                 0,   3.332114004e-07,       1.170370358,      -4.021520901,      -3.551713086,      -4.072284724,      -3.903345478
         74,           0,          70,       -6.44584628,      -3.522236479,      -4.023031814,      -0.801435435,       1.874125353,   3.916112779e-05,                 0,                 0,                 0,    1.45984945e-07,       1.874125353,   3.916112779e-05,                 0,    2.08956822e-05,       1.263948349,      -4.016367066,      -3.534801623,      -4.050990602,      -3.884630082
         75,           0,          65,      -6.468393844,      -3.597743665,      -3.861220216,     -0.8403251852,       1.871632605,   7.506909146e-05,                 0,                 0,                 0,   2.371768297e-07,       1.871632605,   7.506909146e-05,                 0,   4.010888209e-05,       1.263948349,      -4.026224256,      -3.594358586,      -3.871991142,      -3.908781804
         76,           0,          65,      -6.480631178,      -3.680891491,      -3.723610492,     -0.8906552177,       1.869316666,   0.0001011056327,                 0,                 0,                 0,   3.489461491e-07,       1.869316666,   0.0001011056327,                 0,   5.408694767e-05,       1.263948349,      -4.025563756,      -3.661929313,      -3.717070126,      -3.944082923
         77,           0,          78,      -6.491785706,      -3.584142746,      -3.857792673,     -0.8649928105,        1.86760764,   0.0001098756149,                 0,                 0,                 0,   4.212561131e-07,        1.86760764,   0.0001098756149,                 0,   5.883227963e-05,       1.263948349,      -4.023208985,      -3.547707378,       -3.83290416,       -3.90244088
         78,           0,          89,      -6.504891438,      -3.562285682,      -4.061309497,     -0.8610324555,       1.866799127,   9.731470398e-05,                 0,                 0,                 0,   3.906527057e-07,       1.866799127,   9.731470398e-05,                 0,     5.2129178e-05,       1.170370358,      -4.022726723,      -3.506913335,      -4.017317106,      -3.882257559
         79,           0,          91,      -6.524108748,      -3.575542729,      -4.076822852,     -0.8708380729,       1.867052408,   6.505251408e-05,                 0,                 0,                 0,   3.244352418e-07,       1.867052408,   6.505251408e-05,                 0,   3.484236105e-05,       1.170370358,      -4.028538139,      -3.501830443,      -4.013677984,       -3.87626497
         80,           0,          79,      -6.535441879,      -3.652092558,      -3.871517154,     -0.9101464723,       1.868201716,   1.672025385e-05,                 0,                 0,                 0,   1.514608508e-07,       1.868201716,   1.672025385e-05,                 0,   8.949918902e-06,       1.170370358,      -4.026947541,      -3.562263361,      -3.790064543,      -3.900660415
         81,           0,          78,      -6.544712803,      -3.737172659,       -3.77334456,     -0.9606664902,       1.869621598,  -3.213382165e-05,                 0,                 0,                 0,  -1.141415617e-07,       1.869621598,  -3.213382165e-05,                 0,  -1.718733977e-05,       1.170370358,      -4.023817784,      -3.632940848,      -3.674592185,      -3.937218085
         82,           0,          94,      -6.553983126,      -3.619548337,      -3.995666993,     -0.9143429925,       1.870791646,  -6.941603605e-05,                 0,                 0,                 0,   -3.92686813e-07,       1.870791646,  -6.941603605e-05,                 0,  -3.710516678e-05,       1.170370358,      -4.020697648,      -3.501486783,      -3.880285952,      -3.877147836
         83,           0,          99,      -6.507608548,      -3.549978277,      -4.068764499,     -0.8520185078,       1.871729699,  -8.696784962e-05,                 0,                 0,                 0,  -6.013035142e-07,       1.871729699,  -8.696784962e-05,                 0,  -4.646389362e-05,       1.170370358,      -3.962171094,      -3.417838421,      -3.937156069,      -3.801198565
         84,           0,          99,      -6.489238388,      -3.526084954,      -4.073235237,     -0.8279284688,       1.872839788,  -7.920030576e-05,                 0,                 0,                 0,  -6.924496282e-07,       1.872839788,  -7.920030576e-05,                 0,  -4.228888466e-05,       1.263948349,       -3.93145992,      -3.379403244,      -3.925276286,      -3.763256064
         85,           0,          99,       -6.53556755,      -3.586880367,      -4.100324846,     -0.8817604423,       1.874389512,  -4.502991917e-05,                 0,                 0,                 0,   -5.99203498e-07,       1.874389512,  -4.502991917e-05,                 0,  -2.402377888e-05,       1.263948349,      -3.965713807,      -3.425519372,      -3.936387875,      -3.803586365
         86,           0,          94,      -6.608298338,      -3.678190196,      -4.084737284,     -0.9601237432,       1.876158212,    8.73403904e-06,                 0,                 0,                 0,  -2.714606793e-07,       1.876158212,    8.73403904e-06,                 0,   4.655278529e-06,       1.263948349,       -4.02606704,      -3.502496728,      -3.905041333,      -3.868240874
